1.1950 	 0.0431 	 -0.2004 	 -0.0914 	 0.1576 
1.2000 	 0.0298 	 -0.1849 	 -0.1359 	 0.1560 
1.2050 	 0.0182 	 -0.1611 	 -0.1800 	 0.1547 
1.2100 	 0.0092 	 -0.1306 	 -0.2223 	 0.1535 
1.2150 	 0.0028 	 -0.0951 	 -0.2609 	 0.1522 
1.2200 	 -0.0023 	 -0.0562 	 -0.2941 	 0.1508 
1.2250 	 -0.0078 	 -0.0153 	 -0.3203 	 0.1492 
1.2300 	 -0.0155 	 0.0263 	 -0.3383 	 0.1477 
1.2350 	 -0.0270 	 0.0677 	 -0.3479 	 0.1462 
1.2400 	 -0.0430 	 0.1082 	 -0.3502 	 0.1451 
1.2450 	 -0.0632 	 0.1474 	 -0.3471 	 0.1443 
1.2500 	 -0.0867 	 0.1848 	 -0.3414 	 0.1440 
1.2550 	 -0.1122 	 0.2201 	 -0.3358 	 0.1442 
1.2600 	 -0.1379 	 0.2533 	 -0.3325 	 0.1447 
1.2650 	 -0.1624 	 0.2843 	 -0.3328 	 0.1455 
1.2700 	 -0.1840 	 0.3132 	 -0.3372 	 0.1464 
1.2750 	 -0.2013 	 0.3401 	 -0.3455 	 0.1474 
1.2800 	 -0.2127 	 0.3652 	 -0.3566 	 0.1482 
1.2850 	 -0.2172 	 0.3886 	 -0.3695 	 0.1488 
1.2900 	 -0.2138 	 0.4101 	 -0.3826 	 0.1492 
1.2950 	 -0.2021 	 0.4293 	 -0.3945 	 0.1493 
1.3000 	 -0.1824 	 0.4456 	 -0.4033 	 0.1491 
1.3050 	 -0.1556 	 0.4583 	 -0.4077 	 0.1486 
1.3100 	 -0.1233 	 0.4667 	 -0.4061 	 0.1479 
1.3150 	 -0.0878 	 0.4699 	 -0.3976 	 0.1468 
1.3200 	 -0.0523 	 0.4674 	 -0.3821 	 0.1456 
1.3250 	 -0.0200 	 0.4582 	 -0.3596 	 0.1443 
1.3300 	 0.0059 	 0.4419 	 -0.3310 	 0.1433 
1.3350 	 0.0232 	 0.4179 	 -0.2974 	 0.1426 
1.3400 	 0.0307 	 0.3862 	 -0.2603 	 0.1424 
1.3450 	 0.0285 	 0.3473 	 -0.2215 	 0.1428 
1.3500 	 0.0176 	 0.3022 	 -0.1826 	 0.1438 
1.3550 	 -0.0007 	 0.2519 	 -0.1453 	 0.1452 
1.3600 	 -0.0247 	 0.1973 	 -0.1113 	 0.1469 
1.3650 	 -0.0529 	 0.1393 	 -0.0817 	 0.1490 
1.3700 	 -0.0840 	 0.0786 	 -0.0569 	 0.1515 
1.3750 	 -0.1169 	 0.0161 	 -0.0369 	 0.1543 
1.3800 	 -0.1504 	 -0.0468 	 -0.0207 	 0.1572 
1.3850 	 -0.1836 	 -0.1083 	 -0.0071 	 0.1597 
1.3900 	 -0.2153 	 -0.1666 	 0.0054 	 0.1616 
1.3950 	 -0.2445 	 -0.2196 	 0.0184 	 0.1626 
1.4000 	 -0.2698 	 -0.2659 	 0.0327 	 0.1626 
1.4050 	 -0.2901 	 -0.3041 	 0.0492 	 0.1619 
1.4100 	 -0.3043 	 -0.3334 	 0.0679 	 0.1607 
1.4150 	 -0.3113 	 -0.3535 	 0.0883 	 0.1593 
1.4200 	 -0.3107 	 -0.3645 	 0.1093 	 0.1577 
1.4250 	 -0.3022 	 -0.3668 	 0.1294 	 0.1562 
1.4300 	 -0.2860 	 -0.3612 	 0.1469 	 0.1546 
1.4350 	 -0.2628 	 -0.3483 	 0.1601 	 0.1532 
1.4400 	 -0.2334 	 -0.3288 	 0.1672 	 0.1519 
1.4450 	 -0.1992 	 -0.3036 	 0.1674 	 0.1509 
1.4500 	 -0.1614 	 -0.2733 	 0.1603 	 0.1501 
1.4550 	 -0.1214 	 -0.2387 	 0.1463 	 0.1496 
1.4600 	 -0.0800 	 -0.2004 	 0.1265 	 0.1494 
1.4650 	 -0.0381 	 -0.1594 	 0.1023 	 0.1495 
1.4700 	 0.0036 	 -0.1167 	 0.0752 	 0.1499 
1.4750 	 0.0443 	 -0.0733 	 0.0468 	 0.1505 
1.4800 	 0.0832 	 -0.0307 	 0.0187 	 0.1515 
1.4850 	 0.1193 	 0.0099 	 -0.0074 	 0.1527 
1.4900 	 0.1519 	 0.0475 	 -0.0297 	 0.1541 
1.4950 	 0.1803 	 0.0810 	 -0.0470 	 0.1554 
1.5000 	 0.2038 	 0.1099 	 -0.0580 	 0.1566 
1.5050 	 0.2218 	 0.1338 	 -0.0623 	 0.1575 
1.5100 	 0.2339 	 0.1528 	 -0.0598 	 0.1579 
1.5150 	 0.2397 	 0.1672 	 -0.0509 	 0.1578 
1.5200 	 0.2391 	 0.1776 	 -0.0365 	 0.1574 
1.5250 	 0.2322 	 0.1845 	 -0.0177 	 0.1568 
1.5300 	 0.2191 	 0.1885 	 0.0044 	 0.1564 
1.5350 	 0.2002 	 0.1898 	 0.0286 	 0.1562 
1.5400 	 0.1760 	 0.1887 	 0.0536 	 0.1564 
1.5450 	 0.1468 	 0.1854 	 0.0782 	 0.1571 
1.5500 	 0.1132 	 0.1802 	 0.1009 	 0.1580 
